0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
-0.92720103,0.8495812,0.95278126,-0.8613943,0.92095256,0.91152704,-0.97722495,0.78825235,0.90609163,-0.9276021,0.84481335,0.99764115,-0.83158726,1.0261949,0.47187,-1.0597782,0.725036,0.4989095,-0.89739716,0.8207175,1.0606158,-0.85498905,1.0418675,0.068176866,-1.067014,0.7532563,0.08386475,-0.91789883,0.8256842,1.1100748,-0.6992979,1.0566995,0.010496378,-0.9883539,0.6452851,0.019456148,-0.96635896,0.8481392,1.5164822,-0.883048,0.9122286,1.2974099,-1.0132034,0.75683916,1.2972317,-0.9125017,0.82515514,1.6548738,-0.8016704,1.0130712,1.3281732,-1.0905577,0.6537491,1.3696696,-0.63156855,1.2204889,1.2947226,-1.253007,0.43326867,1.2719337,-0.49082962,1.358493,1.3108158,-1.3991833,0.26017392,1.2970812,-0.44168866,1.4102972,1.3078463,-1.4532242,0.20704252,1.2998371
-0.9271222,0.8496836,0.9527937,-0.86130714,0.92104876,0.9115421,-0.97714955,0.78835905,0.9061021,-0.92752576,0.84491605,0.9976536,-0.8315301,1.0262407,0.47187102,-1.0597373,0.7251418,0.49892712,-0.8973227,0.82078916,1.0606173,-0.85497904,1.0418631,0.06817871,-1.0670018,0.7533059,0.08387905,-0.91783875,0.82575923,1.1100699,-0.6992849,1.0566787,0.0105021,-0.98834765,0.6453203,0.019487202,-0.96631163,0.8482233,1.5164752,-0.88298017,0.9122976,1.2974064,-1.0131633,0.7569314,1.2972231,-0.91241264,0.8252197,1.6548474,-0.8015804,1.0131103,1.3282087,-1.0905228,0.6538854,1.3697181,-0.6313958,1.2204579,1.2947444,-1.2529256,0.43335515,1.272017,-0.49059772,1.358403,1.3108253,-1.3990611,0.26023746,1.2972444,-0.44143492,1.4101846,1.3078226,-1.4530965,0.20710039,1.2999992
-0.9270237,0.84975904,0.95281035,-0.86119884,0.92111903,0.91156536,-0.97705454,0.7884414,0.90611345,-0.9274305,0.8449899,0.99767005,-0.8314585,1.0262783,0.47188395,-1.0596765,0.7252244,0.49894533,-0.89723754,0.82083863,1.0606292,-0.8549726,1.0418566,0.068193674,-1.0670006,0.7533435,0.083895266,-0.9177671,0.82581246,1.1100758,-0.6992828,1.0566506,0.010499656,-0.98835343,0.64535505,0.019499898,-0.9662837,0.8483171,1.5164739,-0.8829159,0.91235995,1.2974095,-1.0131251,0.7570155,1.2972233,-0.9123413,0.82529247,1.6548257,-0.801489,1.0131422,1.3282397,-1.0904884,0.6540087,1.3697698,-0.63122565,1.2204318,1.294817,-1.2528597,0.43341255,1.2721653,-0.49036446,1.3583112,1.3109095,-1.3989711,0.2602899,1.2974981,-0.4411772,1.4100677,1.3078743,-1.4530022,0.20714843,1.3002512
-0.9269133,0.84980756,0.95283157,-0.8610781,0.9211624,0.9115942,-0.97694516,0.78849524,0.90612876,-0.92732483,0.8450376,0.99769115,-0.8313774,1.0263029,0.47190562,-1.0595973,0.72527456,0.49896732,-0.89714557,0.8208677,1.0606498,-0.8549678,1.0418466,0.06821847,-1.0669997,0.75337124,0.08391714,-0.9176884,0.8258465,1.1100904,-0.69928604,1.0566176,0.010496914,-0.9883582,0.64538217,0.019515753,-0.9662713,0.8484218,1.5164766,-0.88285446,0.9124166,1.2974169,-1.0130907,0.75709486,1.2972319,-0.9122955,0.8253779,1.6548121,-0.80140173,1.0131693,1.3282754,-1.0904574,0.6541268,1.3698299,-0.63105744,1.2204034,1.2949207,-1.2528012,0.43345922,1.2723411,-0.49014097,1.3582219,1.3110514,-1.398891,0.2603376,1.2978048,-0.44092828,1.4099523,1.3079842,-1.4529151,0.20718896,1.3005602
-0.9267993,0.84983,0.95285165,-0.8609542,0.9211797,0.9116212,-0.9768298,0.7885205,0.90614367,-0.9272165,0.84506065,0.99771124,-0.8312878,1.0263047,0.47192663,-1.0595101,0.72529256,0.49898916,-0.8970526,0.82087904,1.0606726,-0.854962,1.0418298,0.06824368,-1.0669987,0.7533906,0.083940685,-0.91760683,0.8258638,1.110108,-0.69928825,1.0565808,0.0104955435,-0.9883605,0.6454011,0.019536018,-0.9662616,0.8485242,1.5164807,-0.8827915,0.9124621,1.2974248,-1.0130574,0.7571653,1.2972443,-0.91226816,0.825469,1.6548073,-0.80131465,1.013186,1.3283137,-1.0904262,0.65423167,1.3698888,-0.630888,1.2203649,1.2950375,-1.2527411,0.43349332,1.2725124,-0.48992994,1.3581342,1.3112248,-1.3988061,0.26037186,1.298118,-0.44069386,1.4098406,1.3081284,-1.452819,0.20721221,1.3008806
-0.92668927,0.84982973,0.95286506,-0.8608354,0.9211741,0.91163933,-0.976718,0.78852135,0.90615374,-0.9271118,0.84506214,0.9977248,-0.8311933,1.0262774,0.47193795,-1.0594286,0.7252851,0.4990067,-0.896963,0.8208766,1.060692,-0.85495514,1.0418056,0.06826031,-1.0669985,0.75340164,0.08396089,-0.9175249,0.8258671,1.1101235,-0.6992858,1.0565431,0.010496795,-0.98836,0.64541256,0.019555926,-0.96624035,0.8486072,1.5164846,-0.88272256,0.9124909,1.297431,-1.0130188,0.7572197,1.2972565,-0.9122446,0.8255518,1.6548104,-0.8012242,1.0131882,1.3283494,-1.0903894,0.65431166,1.3699356,-0.63071823,1.2203132,1.2951429,-1.2526712,0.43350905,1.2726499,-0.4897287,1.3580432,1.3113897,-1.3987128,0.26038706,1.2983866,-0.44047368,1.4097302,1.3082699,-1.4527135,0.2072156,1.3011587
-0.9265877,0.849811,0.9528676,-0.8607265,0.9211495,0.91164345,-0.97661644,0.7885033,0.9061555,-0.927014,0.8450457,0.9977275,-0.8311035,1.0262244,0.47193387,-1.0593629,0.7252625,0.49901637,-0.89687866,0.8208631,1.0607023,-0.8549485,1.0417765,0.06826204,-1.0669984,0.75340295,0.08397335,-0.9174432,0.8258581,1.1101323,-0.69927824,1.0565085,0.010499656,-0.9883555,0.6454169,0.019568503,-0.96619844,0.8486593,1.5164852,-0.8826456,0.91249985,1.2974324,-1.0129697,0.75725186,1.2972639,-0.9122108,0.8256136,1.6548158,-0.80113,1.0131758,1.3283753,-1.0903423,0.6543594,1.3699627,-0.6305498,1.2202457,1.2952068,-1.252583,0.43350255,1.2727313,-0.4895278,1.3579372,1.311498,-1.3986094,0.26038235,1.2985649,-0.4402588,1.4096099,1.3083613,-1.4526021,0.20720315,1.301344
-0.9264953,0.8497769,0.95285684,-0.86062825,0.9211089,0.9116308,-0.97652775,0.78847086,0.9061464,-0.9269227,0.8450135,0.99771696,-0.8310325,1.02616,0.47191375,-1.0593187,0.72523457,0.49901566,-0.89679897,0.8208391,1.0607004,-0.85494435,1.0417483,0.06824732,-1.0669981,0.75339353,0.08397472,-0.9173618,0.8258364,1.1101309,-0.699268,1.0564816,0.010501623,-0.9883473,0.64541435,0.019568086,-0.9661358,0.8486793,1.5164793,-0.8825621,0.91248935,1.2974255,-1.0129081,0.7572597,1.2972631,-0.9121602,0.82565093,1.6548173,-0.8010346,1.0131507,1.3283845,-1.0902857,0.65437543,1.3699682,-0.63037974,1.2201573,1.2952049,-1.252471,0.43347365,1.2727463,-0.4893113,1.3577994,1.311511,-1.3984945,0.2603575,1.2986239,-0.4400314,1.4094609,1.3083624,-1.4524863,0.20717734,1.3014033
-0.9264092,0.8497289,0.95283234,-0.86053735,0.921054,0.9116021,-0.9764494,0.78842664,0.9061253,-0.926835,0.8449663,0.9976925,-0.83099145,1.0261014,0.4718808,-1.0592966,0.7252076,0.49900326,-0.89672273,0.8208029,1.0606858,-0.85494417,1.0417261,0.06821817,-1.0669984,0.7533755,0.083963335,-0.9172808,0.8258002,1.1101182,-0.6992584,1.0564647,0.010499179,-0.98833734,0.6454055,0.01955378,-0.9660597,0.8486757,1.516464,-0.88247573,0.9124625,1.2974074,-1.0128372,0.7572458,1.2972534,-0.9120959,0.82567227,1.6548109,-0.8009409,1.0131161,1.328372,-1.0902245,0.65436673,1.3699555,-0.63020134,1.2200423,1.2951269,-1.2523351,0.43342495,1.2727,-0.48906487,1.3576171,1.3114133,-1.3983617,0.26030934,1.2985632,-0.4397735,1.4092671,1.3082539,-1.452358,0.20713323,1.3013335
-0.92632544,0.8496683,0.9527998,-0.8604482,0.9209857,0.91156477,-0.97637624,0.7883719,0.90609634,-0.9267486,0.84490573,0.99766004,-0.83098054,1.02606,0.47184473,-1.0592945,0.7251868,0.49898353,-0.8966494,0.820753,1.0606636,-0.8549496,1.0417143,0.0681842,-1.0670043,0.7533587,0.08394402,-0.9172017,0.8257483,1.1100986,-0.6992525,1.0564585,0.010497212,-0.98833287,0.64539564,0.01953578,-0.96598023,0.8486612,1.5164423,-0.8823906,0.9124234,1.2973807,-1.0127641,0.7572168,1.2972391,-0.91202617,0.82569206,1.6547987,-0.8008519,1.0130755,1.3283403,-1.0901675,0.65434456,1.3699337,-0.6300148,1.2199023,1.2949784,-1.2521846,0.433367,1.2726038,-0.48879302,1.3573949,1.3112187,-1.3982086,0.26024044,1.298409,-0.43948495,1.4090279,1.3080431,-1.4522095,0.20706815,1.3011608
